Gene Name,Diff,Imm,Mes,Pro
MYO15B,1.4138,-2.8141,-0.369,1.675
MYO16,1.1671,-0.9382,-1.9633,1.7175
MYO1A,2.0774,0.3503,-2.0105,-0.2148
MYO1B,-8.1945,-3.7692,7.1295,3.6489
MYO1C,2.4512,0.5654,4.0676,-6.8686
MYO1D,-2.2643,-3.5278,5.3928,0.1749
MYO1E,0.4488,-0.8603,5.9097,-5.1985
MYO1F,-1.6737,8.6583,5.923,-13.8637
MYO3A,-2.0793,1.6278,-3.1186,3.3262
MYO5A,1.4676,4.9906,5.3833,-12.9905
MYO5C,7.5581,1.0174,-3.202,-4.1626
MYO6,-1.3076,2.0779,-0.3673,-0.3976
MYO7A,-1.769,4.8814,-1.7787,-1.0819
MYO7B,0.8953,-1.2929,-1.2438,1.5937
MYO9A,4.2029,-0.1864,-0.2921,-3.1891
MYO9B,-1.9103,-1.2361,0.3653,2.4667
MYOC,1.8233,-0.2555,-1.6995,0.2666
MYOD1,1.1108,-1.2923,-1.9846,2.1149
MYOG,1.4177,0.3182,-2.8667,1.1799
MYOHD1,-2.0805,2.4448,-1.2477,0.7848
MYOM1,1.3247,0.0489,-1.0882,-0.161
MYOM2,0.3529,-1.5958,-2.2099,3.2998
MYOT,1.1083,-0.9324,-1.8918,1.6949
MYOZ1,-0.8416,-0.6993,-2.4598,3.7877
MYOZ2,3.0395,-0.0707,-1.1478,-1.4716
MYOZ3,-0.5266,-3.7269,-2.2123,6.2457
MYRIP,0.656,-0.1663,-2.1361,1.6197
MYST1,0.8506,1.0005,-3.7231,1.8489
MYST2,-1.3817,-1.0149,-0.1584,2.3051
MYST3,-0.7984,-2.0516,-0.8197,3.4066
MYST4,-0.1716,-3.9618,-2.0273,5.902
MYT1,-1.1855,-4.3952,-0.8496,6.0503
MYT1L,0.1452,2.2887,-1.844,-0.4498
MZF1,1.6085,-3.3798,-1.6669,3.2846
N4BP1,-1.6043,3.3467,1.1227,-2.7201
N4BP3,0.4995,-1.0442,0.3555,0.1768
N6AMT1,0.8215,0.515,-0.1734,-1.0261
NAALAD2,-1.0354,-3.1406,-1.4356,5.3132
NAALADL1,-0.8395,-1.1551,1.2396,0.6062
NAB1,-2.1402,2.541,0.5467,-0.9694
NAB2,-1.2512,-2.4769,-4.0547,7.7315
NACA,2.989,-3.1746,-3.1329,3.2936
NACAD,-1.7884,-5.6282,0.4401,6.4183
NACAP1,3.558,-3.2321,-3.895,3.5743
NADK,0.114,3.1892,-1.3228,-1.7227
NADSYN1,4.7816,0.8641,-0.8553,-4.129
NAG,-2.0499,-4.597,0.3763,5.7687
NAG18,0.8531,-1.0476,-3.355,3.434
NAGA,-1.9383,7.5724,3.6872,-9.1331
NAGK,-3.0399,5.7104,2.2911,-4.699
NAGLU,-2.121,1.3363,2.0226,-1.3057
NAGPA,-1.7223,1.5572,0.8114,-0.6967
NAIP,-3.4347,4.0068,1.5308,-2.1066
NANOG,2.7067,-3.028,-1.2054,1.5503
NANOS1,-1.2277,-4.8805,-1.5265,7.3559
NANS,2.1239,1.1727,1.0486,-4.0125
NAP1L1,-2.3446,-4.1514,-1.3003,7.5244
NAP1L2,-1.7225,-3.1762,0.6561,3.8181
NAP1L3,-4.8995,-5.8463,4.6568,5.1174
NAP1L4,-2.3876,-2.1367,-1.5721,5.7822
NAPA,-1.0467,3.1202,1.7778,-3.6691
NAPG,-0.8237,2.9166,0.0665,-1.9953
NARF,-0.8935,-0.887,0.2178,1.3887
NARFL,1.2223,1.5016,-1.8508,-0.675
NARG1,-2.2143,0.7327,-0.094,1.3499
NARG1L,-1.5945,-2.6743,-0.3924,4.3064
NARG2,-0.7263,2.2549,-1.5128,0.0302
NARS,2.9263,2.0452,-1.9223,-2.5873
NARS2,-1.0242,1.5747,-2.6358,1.9728
NASP,-2.6634,1.1461,-3.2154,4.4175
NAT1,0.3815,2.8783,0.9412,-3.9227
NAT10,1.6425,-0.1646,-2.7118,1.2938
NAT11,1.5002,-1.7591,-3.6838,3.8379
NAT13,-0.7242,3.1718,-1.283,-1.0055
NAT2,-0.3912,0.9114,-1.3397,0.7906
NAT6,3.7103,0.018,-1.7777,-1.5142
NAT8,2.5603,0.191,-4.1907,1.5339
NAT8B,1.2064,4.2035,-2.644,-2.3192
NAT9,0.7291,-0.6665,-0.8035,0.7421
NAV2,0.7353,-2.008,-1.4975,2.6422
NAV3,-2.2479,-3.8633,9.013,-2.4231
NBEA,-1.9098,-4.8021,1.9429,4.1755
NBEAL2,3.9861,-1.6043,-2.238,0.1794
NBL1,-1.4611,-3.068,15.3961,-8.1411
NBLA00301,-3.1952,-2.8502,7.629,-1.4204
NBN,-0.2818,3.6036,1.4147,-4.4675
NBPF3,-0.8023,-2.5878,-0.4589,3.5535
NBR1,-0.4695,0.0662,2.4499,-1.9898
NBR2,-1.5295,-0.9951,-0.118,2.379
NCALD,1.0927,0.5376,4.0008,-5.403
NCAM1,-2.1331,-5.3433,1.0059,5.8678
NCAM2,-3.3497,-3.1186,11.2178,-3.6543
NCAN,3.1701,-0.7138,-2.2455,0.0527
NCAPD2,-4.0747,0.1231,-3.46,7.0792
NCAPD3,-0.0669,2.1731,-3.4588,1.3462
NCAPG2,-2.6062,2.1696,-1.6177,1.8419
NCAPH,-4.6982,2.4175,-3.5031,5.2966
NCAPH2,-0.3382,2.6998,-1.2822,-0.9264
NCBP1,-2.4778,0.7036,1.096,0.4592
NCBP2,-0.6325,0.4677,-2.5455,2.5676
NCDN,5.2319,-1.2666,-3.9914,0.4882
NCF1,-2.6206,12.303,2.5205,-11.0952
NCF2,-3.2156,9.7795,6.471,-13.568
NCF4,-2.7685,11.4326,3.6882,-11.8348
NCK1,-0.6126,8.8845,-0.5181,-6.7289
NCK2,-2.8792,-3.3749,0.6323,5.1129
NCKAP1,0.9458,0.1099,0.0219,-0.9507
NCKAP1L,-2.1497,10.9446,5.2874,-14.782
NCKIPSD,3.1803,-0.9796,-2.7639,0.771
NCL,1.1885,-3.7044,-1.4552,3.7544
NCLN,0.7455,0.4836,1.9289,-2.9725
NCOA1,0.5633,-1.804,-0.7689,1.8981
NCOA2,1.849,0.2481,-0.3926,-1.4679
NCOA3,-0.2536,1.2801,1.2582,-2.1658
NCOA4,-2.7082,2.9922,2.1617,-2.438
NCOA6,-1.4221,-2.6709,-0.9906,4.7574
NCOR1,-1.6698,-3.3067,0.8169,3.7304
NCOR2,-1.0687,-4.5685,3.3148,1.8788
NCR1,1.9492,0.8999,-1.287,-1.2947
NCR2,2.164,-0.6498,-2.6315,1.212
NCR3,1.3612,3.0616,-2.0166,-2.0453
NCSTN,-1.3564,-0.9549,-1.5807,3.6353
NDC80,-3.7192,3.7169,-2.7398,2.4779
NDE1,-0.9738,1.4455,-0.2793,-0.2005
NDEL1,-2.7768,-0.2204,3.9629,-1.1095
NDFIP1,1.9968,1.8888,0.9932,-4.5415
NDN,-3.5106,-3.6711,6.4932,0.4211
NDOR1,1.5209,-0.3066,-2.5408,1.3688
NDP,1.3586,2.5101,-2.6106,-0.9877
NDRG1,3.6247,2.5764,2.5704,-8.6525
NDRG2,-0.7901,-3.0005,-4.0554,7.7775
NDRG3,-0.8654,-0.3619,-1.5262,2.5712
NDRG4,-3.1452,-3.1187,0.9949,4.7232
NDST1,0.5199,-3.8702,4.0749,-0.8003
NDST2,0.3922,1.0999,0.6897,-2.0223
NDST3,0.3918,-0.1173,-1.4293,1.133
NDST4,4.0751,-1.3764,-4.0218,1.5439
NDUFA1,3.8272,3.0019,-3.1617,-3.0525
NDUFA10,1.3547,-0.8102,-1.3083,0.8097
NDUFA13,2.2234,0.7359,-3.6914,0.8669
NDUFA2,3.2211,2.4858,-2.4991,-2.6919
NDUFA3,0.0357,0.526,-0.4726,-0.06
NDUFA4,0.2402,-1.0712,-0.2496,1.0101
NDUFA4L2,-3.5518,-3.1954,0.4624,5.7406
NDUFA5,0.3029,-0.3011,-0.9551,0.9261
NDUFA6,0.6006,3.5405,-0.1359,-3.6502
NDUFA7,1.8254,0.4853,-3.6131,1.3715
NDUFA8,2.0819,1.1249,-0.5169,-2.3649
NDUFA9,-2.8038,2.6847,-2.3734,2.2693
NDUFAB1,-1.4004,4.0698,-1.346,-1.1372
NDUFAF1,1.9563,-0.1677,1.9859,-3.5035
NDUFB1,2.0349,0.8825,-0.6584,-1.9601
NDUFB11,0.5954,2.8632,-1.5191,-1.6699
NDUFB2,0.5504,2.9377,-2.9356,-0.3608
NDUFB3,-1.0958,3.1057,-1.4565,-0.4571
NDUFB4,-0.5,2.7699,-1.7315,-0.4196
NDUFB5,-1.2491,4.1609,-1.4804,-1.2196
NDUFB6,0.3005,3.1388,-2.7281,-0.5116
NDUFB7,2.5265,0.853,-4.9322,1.6117
NDUFB8,-0.3895,-0.4774,-2.0402,2.7522
NDUFC1,0.8867,2.2334,-2.9755,0.0094
NDUFC2,-0.0471,3.4722,-1.9508,-1.23
NDUFS1,-0.1112,1.4715,-2.7414,1.3578
NDUFS2,0.7262,1.7954,-2.522,0.1232
NDUFS3,0.1657,4.0989,-2.6492,-1.3033
NDUFS4,-0.3171,0.2226,0.8509,-0.7418
NDUFS5,1.6266,0.765,-3.1161,0.8287
NDUFS6,1.8745,1.1128,-1.6818,-1.0477
NDUFS7,2.6042,3.9497,-1.6548,-4.3314
NDUFS8,2.1006,1.9838,-1.7348,-1.9917
NDUFV1,4.308,2.9008,-2.0999,-4.4228
NDUFV2,0.8736,3.3787,-1.9182,-1.9932
NEB,-2.2351,-1.3068,-0.538,3.7227
NEBL,-0.8863,-0.8757,-0.9961,2.5535
NECAP1,-0.7228,0.1312,-1.4569,1.9152
NECAP2,-3.223,5.124,2.5488,-4.2743
NEDD4,-2.6834,-1.735,10.6583,-5.1677
NEDD4L,0.4478,-0.8641,-2.6419,2.9423
NEDD8,-2.8923,2.614,-1.7072,1.7705
NEDD9,-2.2567,-5.2967,3.3006,3.5854
NEFH,-2.8495,-0.8242,-1.6562,4.9559
NEFL,0.8319,-1.3005,0.4016,0.0755
NEFM,0.7932,-2.9941,0.2811,1.7544
NEIL1,5.8762,-0.9407,-1.3827,-2.7639
NEIL3,-5.0667,4.7562,-1.7207,1.713
NEK1,-2.9791,-1.8154,2.9267,1.4657
NEK11,0.0636,-0.5762,-4.3185,4.6421
NEK2,-3.7097,2.8976,-4.3375,4.764
NEK3,-5.1212,0.0168,0.0832,4.3466
NEK4,0.6677,0.1038,-2.2618,1.4778
NEK9,-1.5137,-0.778,0.8822,1.1917
NELF,0.1216,-4.5779,0.7717,3.2794
NELL1,-3.3936,-2.5535,-2.3093,8.0482
NELL2,-3.6514,-1.6171,-0.4819,5.2635
NENF,2.5815,-1.0977,-4.0726,2.6048
NEO1,-0.5702,1.8075,-2.9372,1.641
NES,-0.6807,-5.3283,2.4699,2.987
NET1,0.457,-0.6495,4.2478,-3.8584
NETO2,-7.2,-0.5192,1.9024,4.7094
NEU1,-1.2521,3.1131,0.5566,-2.2699
NEU3,0.6578,-0.8287,-1.883,1.9898
NEURL,0.4918,-0.9738,-2.7876,3.1472
NEUROD1,1.0785,-0.4923,-2.233,1.6395
NEUROD2,0.8795,-0.3163,-1.9441,1.3764
NEUROD4,3.7653,0.3263,-2.193,-1.4423
NEUROD6,1.3168,-0.1206,-2.3971,1.2352
NEUROG1,1.9945,-0.0986,-1.6225,-0.0979
NEUROG2,2.2755,0.84,-2.2246,-0.6311
NEUROG3,1.0613,-0.1717,-1.3748,0.5435
NF1,-4.2236,-0.1143,2.0856,1.7361
NF2,0.3757,1.4447,1.1739,-2.8038
NFASC,1.6246,0.1844,-0.8106,-0.8115
NFAT5,2.0542,-3.5995,1.4263,0.0874
NFATC1,1.1484,1.2975,3.4646,-5.7047
NFATC2IP,1.4223,3.8618,-3.7038,-1.2277
NFATC3,-2.2353,-1.1486,-2.4224,5.5308
NFATC4,0.3338,-1.0588,0.6581,0.0456
NFE2,-0.4788,-1.5231,-3.9964,5.8111
NFE2L1,-2.5909,0.6642,1.4921,0.2148
NFE2L2,-0.2724,2.4905,-0.7384,-1.3194
NFE2L3,-2.8999,1.4104,-0.9432,2.1405
NFIB,1.6561,1.019,-3.5002,0.9259
NFIC,4.4249,-0.3584,0.4636,-3.9768
NFIL3,-3.8799,1.5013,3.3875,-1.2405
NFIX,3.6814,-5.1415,-0.0954,1.477
NFKB1,0.1425,6.4187,3.0196,-9.5791
NFKB2,1.0388,2.6518,0.3954,-3.77
NFKBIA,2.4995,4.7063,0.022,-6.7664
NFKBIB,-1.4695,3.1179,-1.3925,-0.2033
NFKBIE,-2.1552,7.4152,0.6524,-5.2717
NFKBIL1,1.4407,0.3014,-4.1256,2.3459
NFKBIL2,1.1058,-0.7699,0.0891,-0.3478
NFRKB,0.7649,0.128,-3.4039,2.4434
NFS1,0.5919,-0.3148,-2.8665,2.5088
NFU1,-1.0175,0.9834,-0.8778,0.832
NFX1,3.5049,1.5521,-2.6374,-1.9425
NFYA,-2.5832,-0.1704,-0.0749,2.492
NFYB,-1.7521,-1.1351,0.4275,2.1712
NFYC,-0.5281,0.8929,-1.8019,1.369
NGB,1.5357,-0.1918,-2.4726,1.1864
NGDN,-3.3811,2.4275,-3.2781,3.8871
NGFB,0.324,-2.7524,-0.6848,2.9025
NGFR,-0.5896,-3.3967,2.6072,1.1052
NGFRAP1,-3.6864,-0.8469,-2.0138,6.1685
NGLY1,2.0927,3.4025,-2.8907,-2.1651
NGRN,-1.1395,-2.3603,-1.7583,4.9853
NHEJ1,-0.3136,-0.2206,-2.9444,3.3164
NHLH1,2.3416,0.0453,-1.6781,-0.4751
NHLH2,2.6229,0.2298,-3.4838,0.7958
NHP2L1,-0.0412,3.1171,-1.843,-1.0243
NIBP,3.7505,-1.1918,0.242,-2.384
NID1,-4.719,-4.7759,14.104,-2.6426
NID2,-3.635,-3.6438,13.1267,-4.1345
NIF3L1,-2.338,2.759,-4.0764,3.4072
NINJ1,0.5158,3.5448,2.2147,-6.0349
NINJ2,1.0646,2.356,2.4896,-5.6716
NIP30,-0.9682,1.0688,-0.7845,0.6213
NIP7,-1.4664,3.0935,-2.0498,0.4378
NIPBL,2.0371,-2.5897,-1.4298,1.9534
NIPSNAP1,-2.7928,2.7167,-3.2323,3.0513
NIPSNAP3B,-1.1204,-0.4712,-0.1908,1.6003
NISCH,0.5444,-4.5085,0.3517,3.2508
NIT1,-1.4583,1.0088,-2.653,2.9035
NIT2,-0.0264,5.8834,-3.3789,-1.9471
NKG7,-3.3885,12.071,2.6955,-10.1945
NKIRAS2,-5.2064,-1.1066,2.2533,3.3135
NKRF,1.8932,-0.1962,-2.8039,1.1905
NKTR,1.0558,-3.2512,-0.9828,2.9898
NKX2-1,0.204,-0.4908,-1.7922,1.9923
NKX2-2,2.3235,-0.6564,-1.7002,0.2039
NKX2-5,0.0502,-1.0601,0.3599,0.5809
NKX2-8,1.2027,-0.8458,-0.6789,0.3729
NKX3-2,-4.0065,-4.2311,12.998,-3.1122
NKX6-1,-1.4113,-1.3966,-2.8589,5.4603
NLE1,-0.5667,-0.0759,-2.721,3.1929
NLGN1,-3.0778,-1.2683,-1.2008,5.1414
NLGN3,-1.451,-3.2815,-0.68,5.05
NLGN4X,-2.9402,-3.8853,4.1617,2.1475
NLGN4Y,-0.044,-2.9424,1.5084,1.2642
NLK,-3.7622,-0.2776,-0.056,3.6052
NLRP1,-4.5371,-2.8296,1.1512,5.5546
NLRP2,-0.7794,-0.6879,-0.0321,1.3461
NLRP3,-1.3112,7.0204,6.578,-13.1927
NLRX1,3.9043,-0.4502,0.4649,-3.4391
NMB,-1.3601,-1.696,-0.3544,3.1164
NMBR,0.7252,0.0929,-0.793,0.0385
NMD3,-2.1743,4.0385,1.8142,-3.5174
NME3,3.4712,3.1222,-0.7805,-5.2549
NME4,-1.332,-2.9335,-0.6406,4.5593
NME5,3.2369,-0.9631,-2.583,0.5393
NME6,1.5972,1.1317,-1.9498,-0.5707
NME7,-2.2266,-2.0604,-2.1724,6.1807
NMI,1.7089,8.3431,-2.1279,-6.878
NMNAT2,2.1686,-1.3112,1.6528,-2.2849
NMT1,-2.486,4.0227,1.3894,-2.8026
NMT2,-3.8178,-0.5596,-0.2931,4.17
NMU,-0.5256,1.8781,-1.7418,0.4118
NMUR1,-1.0409,0.0948,-1.2091,1.9915
NNAT,-0.838,-2.0991,2.171,0.5777
NNMT,2.1666,2.3447,11.3036,-18.3195
NNT,-0.936,2.691,-1.377,-0.3055
NOC2L,0.071,-0.5161,-1.0072,1.3784
NOC3L,-1.8313,0.6799,-2.3173,3.2256
NOC4L,0.8362,-0.8203,-2.6272,2.5358
NOD1,3.2167,0.8385,2.3503,-6.0827
NOD2,1.9882,7.0833,0.3903,-9.0651
NOL1,0.4771,-2.0207,-2.7875,4.164
NOL10,-0.254,-1.6122,-1.4389,3.1114
NOL11,-2.8979,2.277,-0.1534,0.5862
NOL14,0.1295,1.4651,-1.3865,-0.1261
NOL3,2.5218,0.0878,-0.3882,-1.9083
NOL4,-2.0242,-2.0755,-0.9953,4.7449
NOL5A,-1.0345,0.9954,-4.6776,4.4675
NOL6,2.7418,2.0274,-4.144,-0.3467
NOL7,-0.2881,2.8888,-1.845,-0.6035
NOL8,1.6135,-0.6655,0.4268,-1.211
NOLA1,-1.4265,2.6667,-2.4157,1.1265
NOLA2,2.2381,1.654,-2.9506,-0.6626
NOLA3,-0.6803,2.781,1.5976,-3.5102
NOLC1,0.1253,-0.3463,-1.4001,1.5513
NONO,-2.5694,-0.9695,-1.9688,5.1808
NOS1,2.1703,-1.6181,-2.4085,1.8875
NOS1AP,1.2276,-3.154,-1.5482,3.3057
NOS2A,1.9483,-0.7998,-1.2624,0.2417
NOS3,3.4331,-1.1135,-0.7472,-1.2284
NOSIP,-2.2367,1.0452,-0.7229,1.6893
NOTCH1,-2.2299,-2.3788,3.3769,0.9165
NOTCH2,0.8562,-0.5107,1.494,-1.7168
NOTCH3,-3.3204,-4.4022,-0.0205,7.3032
NOTCH4,-3.1284,-1.925,0.6178,3.9523
NOV,-0.3759,-1.6312,3.4259,-1.4212
NOVA1,-4.4196,-3.7016,-0.49,8.2525
NOVA2,1.126,-0.943,-0.1076,-0.0184
NOX1,3.7044,0.6841,-3.1659,-0.8183
NOX3,0.3933,1.2816,-0.8002,-0.7502
NOX4,-4.4127,2.3901,6.5936,-4.5132
NOX5,2.3161,-1.4202,-2.4694,1.6364
NP,-5.6244,2.1786,2.8642,0.0326
N-PAC,-0.8498,-1.0773,-0.2924,2.0215
NPAL2,5.5,2.172,1.6217,-9.0151
NPAL3,2.668,2.0585,-0.9973,-3.2842
NPAS1,2.0718,-1.205,-3.0354,2.1822
NPAS2,2.4717,-1.2161,4.2714,-5.2165
NPAS3,0.3199,-1.6374,-3.8958,5.0394
NPAT,0.1846,0.7229,0.1414,-0.9605
NPBWR2,1.7294,0.4723,-1.6663,-0.351
NPC1,0.4627,2.9096,1.975,-5.0969
NPC1L1,4.5666,-2.0093,-4.4452,2.1031
NPC2,0.3293,2.0038,1.8422,-3.9553
NPDC1,4.2844,-6.0355,2.1474,-0.4327
NPEPL1,3.2171,0.7507,-1.9488,-1.6132
NPEPPS,-2.6999,-0.091,1.4538,1.0371
NPFF,0.5678,-1.3418,-0.0537,0.7812
NPFFR1,1.5499,-0.7303,-1.9343,1.1604
NPHP1,-0.5731,-2.6139,-1.6615,4.5893
NPHP4,0.2806,-0.9938,-0.6339,1.2738
NPHS1,-0.9803,-1.6854,-1.6731,4.0908
NPHS2,2.5779,-0.6794,-2.1589,0.4405
NPL,-5.1204,9.0524,6.6125,-10.4279
NPLOC4,-0.9254,1.1233,1.6111,-1.7643
NPM1,0.818,-0.8833,0.1397,-0.0417
NPM3,0.4187,0.279,-2.6415,1.8959
NPPA,1.7735,-1.3969,-1.3072,0.9805
NPPB,0.8126,-2.2877,-1.5642,2.8974
NPPC,-0.2354,-3.4617,-0.0267,3.4059
NPR1,5.3551,2.4769,-1.1118,-5.9732
NPR2,-1.7654,-1.8185,-3.1279,6.5035
NPR3,1.6202,-2.0252,0.9927,-0.5203
NPTN,-1.1977,2.0491,2.4791,-3.2215
NPTX1,0.1926,-3.5442,3.8376,-0.5842
NPTX2,0.5937,-0.6598,1.7349,-1.5785
NPTXR,4.0504,-0.1689,-0.0406,-3.3269
NPVF,0.4958,0.04,-0.7569,0.2538
NPY,-1.8962,-3.0443,1.1294,3.3767
NPY1R,-0.6759,-1.9333,2.0877,0.3634
NPY2R,-0.1424,-0.5401,-2.2855,2.8286
NPY5R,2.2353,-0.2669,-0.4179,-1.3028
NPY6R,2.9901,-1.4211,-1.2258,-0.1142
NQO1,4,5.0844,-3.4366,-4.8373
NQO2,-0.8805,1.6561,0.5005,-1.2232
NR0B1,-0.662,-0.3108,-2.635,3.4196
NR0B2,2.1505,-2.2893,-4.2893,4.3304
NR1D1,1.764,-1.5682,3.5724,-3.5324
NR1D2,-1.4741,1.3211,0.2596,-0.1686
NR1H2,2.4634,1.2736,-0.1448,-3.2116
NR1H3,-1.6707,9.0797,-1.5963,-4.6605
NR1H4,3.1476,-1.2374,-2.8358,1.1017
NR1I2,1.8383,-0.3269,-6.6889,4.9035
NR1I3,1.7815,0.8092,-2.2487,-0.1555
NR2C1,-1.927,0.0881,-0.5197,2.1103
NR2C2,1.3227,2.048,-2.8786,-0.2938
NR2E1,2.9897,-0.8306,-3.0637,1.0747
NR2E3,3.0281,0.2394,-0.0022,-2.8695
NR2F1,-1.438,-5.7278,3.372,3.1443
NR2F2,-0.9447,-1.8052,1.7038,0.8469
NR2F6,0.4344,-3.2021,-4.2878,6.9432
NR3C1,2.1808,5.5324,3.5119,-11.8542
NR3C2,0.0129,0.9334,-0.805,-0.0942
NR4A1,1.7048,-4.4224,3.532,-0.8713
NR4A2,2.1538,-0.0243,1.1179,-2.9571
NR4A3,-0.9622,-0.5708,6.0181,-4.2431
NR5A1,1.4076,-1.1417,-2.7038,2.3984
NR5A2,-1.1578,-0.3844,0.2561,1.1212
NRAP,2.0879,-1.4836,-3.1564,2.5426
NRAS,-4.3418,3.9368,-2.2869,2.3733
NRBF2,-3.5439,1.6383,4.2078,-2.4007
NRBP1,-3.255,-1.3424,2.8095,1.3769
NRCAM,-3.4758,-3.4027,2.0738,4.1849
NRD1,0.8422,0.6351,-0.1372,-1.1896
NRF1,-0.5695,-0.3699,-2.7605,3.517
NRG1,-0.7649,-3.1616,0.7014,2.8879
NRG2,2.8602,0.0524,-2.6061,-0.0505
NRGN,1.2525,-3.4203,-0.3976,2.3895
NRIP1,0.6251,-1.5524,1.0103,-0.0973
NRIP2,1.6556,-2.8304,-0.3733,1.4806
NRIP3,-2.9102,0.1625,0.6527,1.7535
NRL,-0.8367,2.4708,-5.1153,3.2657
NRN1,-0.2383,0.0102,-1.7296,1.8603
NRP1,-1.4354,0.7151,7.6027,-6.5231
NRP2,2.2585,-0.5474,7.43,-8.9545
NRSN2,-0.1079,-0.6121,-2.7722,3.3358
NRTN,1.4817,-2.3754,-2.7295,3.5138
NRXN1,2.1845,-0.1772,-1.8847,0.0582
NRXN2,-0.6973,-1.3819,-4.0191,5.9087
NRXN3,-0.3949,-3.3639,-1.0963,4.5534
NSBP1,-0.8823,-1.4755,-3.1924,5.3355
NSD1,1.281,-2.5819,1.8045,-0.4986
NSDHL,1.674,4.6143,-0.6181,-5.1563
NSF,-2.2386,2.7072,3.505,-3.8917
NSFL1C,-2.0758,0.5463,-2.3501,3.6081
NSL1,-4.1435,0.7683,-3.4118,6.4061
NSMAF,0.8995,0.1889,1.9533,-2.8554
NSMCE4A,-2.6993,1.4882,-3.2117,4.1119
NSUN3,-2.6387,4.9257,-1.6969,-0.4562
NSUN5,1.4829,1.8021,-3.2965,0.1731
NT5C,1.1486,-0.1643,-0.0343,-0.8219
NT5C2,1.1513,-1.7529,0.2888,0.3153
NT5DC2,-0.8129,-3.3352,-1.1787,5.0129
NT5DC3,2.1116,-1.7108,-0.865,0.5511
NT5E,-0.7558,-1.1106,13.0552,-9.7703
NT5M,1.9336,-0.456,-4.5422,3.0033
NTF3,-4.3197,-3.6446,0.8858,6.4505
NTHL1,1.2107,2.1013,-5.0247,1.6926
NTN1,3.2054,-0.1561,-2.2967,-0.4395
NTN2L,2.3316,0.6743,-3.706,0.8395
NTNG1,-0.7552,-1.5734,2.3726,-0.16
NTRK1,-0.1028,-0.45,0.3803,0.1378
NTRK2,-1.6819,-1.9826,2.7929,0.6257
NTRK3,-1.0293,-2.7268,1.8127,1.6496
NTS,-2.0089,3.2981,-2.839,1.4704
NTSR1,2.1688,-0.8841,-2.5321,1.3291
NTSR2,2.1339,1.1202,-3.7946,0.6859
NUAK1,-8.0157,-5.3398,17.5442,-1.2627
NUAK2,1.4518,0.0961,-1.3001,-0.1126
NUBP1,-0.1153,4.0617,-2.2143,-1.4327
NUBP2,-2.9024,1.1591,-1.3204,2.745
NUBPL,0.4656,0.0857,-1.1994,0.6616
NUCB1,-0.5071,0.9449,3.7317,-4.0186
NUCB2,-0.5477,0.58,-1.3113,1.2056
NUCKS1,0.1238,-3.3606,-2.0096,5.005
NUDC,0.7213,-0.5494,-3.5325,3.2476
NUDCD3,1.5204,0.3539,-1.2591,-0.448
NUDT1,-2.8554,2.6684,-0.839,0.8575
NUDT11,-5.1541,-4.8783,2.8787,6.2717
NUDT13,0.9979,-0.2667,-2.0069,1.2876
NUDT15,-0.7399,-1.2038,-0.1393,1.8914
NUDT18,4.3265,0.2837,1.2228,-5.3238
NUDT2,1.449,4.3176,-1.771,-3.4906
NUDT21,-2.5079,1.9491,-0.9694,1.3338
NUDT3,-2.4622,2.6317,-1.072,0.778
NUDT4,-1.7462,-2.985,-0.2953,4.6388
NUDT9,-1.5651,2.5232,-0.8402,-0.1199
NUFIP1,-2.0893,-1.8749,-0.2472,3.8437
NUMA1,3.5079,-2.8799,-2.0583,1.5535
NUMB,1.7982,-0.0769,1.4706,-2.9394
NUP107,-4.1764,0.1011,-2.8777,6.5665
NUP133,-2.0992,-1.8258,-2.9351,6.6474
NUP153,-3.412,1.3718,-2.0842,3.7462
NUP155,-3.3319,3.3825,-2.3837,2.1053
NUP160,-4.1022,2.3257,-2.2925,3.6457
NUP188,0.5822,-1.3988,-0.6358,1.3809
NUP205,-0.6933,1.76,-2.5844,1.4609
NUP210,0.2021,2.9248,-3.7543,0.7053
NUP214,1.5595,-0.8102,-1.908,1.2018
NUP37,-2.8939,3.6148,-3.0911,2.1933
NUP43,-2.4542,2.7786,-2.021,1.5457
NUP50,-0.8903,2.8885,1.1803,-3.0036
NUP54,-4.774,4.5981,0.2645,-0.2911
NUP62,-1.9723,2.3032,-0.0939,-0.2857
NUP62CL,0.318,0.151,-3.0502,2.4929
NUP85,-2.2533,3.5368,-1.6452,0.3467
NUP88,-2.0061,4.204,-3.2146,1.0278
NUP93,-2.1842,1.3507,-0.4396,1.0901
NUP98,-1.7524,0.2627,-1.3106,2.5653
NUPL2,-0.9378,2.0732,-2.1655,0.9968
NUPR1,2.3784,5.0405,2.446,-9.9602
NUS1,-1.4687,1.6551,1.5195,-1.6866
NUSAP1,-3.502,2.7765,-1.9752,2.4043
NUTF2,-3.008,0.0469,0.1169,2.4688
NVL,-0.9748,-0.0503,-4.1684,4.966
NXF1,-0.4037,-1.6839,-0.4718,2.3618
NXF3,3.7876,0.193,-2.2491,-1.2949
NXN,-1.9244,-2.801,3.8606,0.5874
NXPH3,1.2671,-2.0265,2.6146,-1.7508
NXPH4,-0.6239,-2.1435,-1.4787,3.9958
NXT1,-2.6895,0.7737,-3.0959,4.6917
NXT2,-2.8592,6.2223,-2.2561,-0.8013
NY-REN-7,5.0618,1.7104,-4.6668,-1.5056
NYX,0.8985,1.042,-2.2108,0.3628
