Gene Name,Diff,Imm,Mes,Pro
FGD2,1.6695,8.6358,-1.1999,-8.1774
FGD6,-3.774,-3.1255,6.3605,0.2865
FGF1,-5.9236,-2.2387,16.0741,-4.9927
FGF12,-2.962,-2.1918,0.544,4.1312
FGF13,-1.187,-2.7639,0.7375,2.8691
FGF14,2.3782,-2.3985,-0.1126,0.2204
FGF17,-2.1411,-3.077,-3.679,8.9383
FGF18,-3.1082,-5.176,4.9479,2.6988
FGF2,-1.5587,-2.5256,3.0316,0.7853
FGF20,0.0219,-1.2413,-1.5068,2.5805
FGF21,1.0594,0.4578,-2.178,0.7262
FGF22,2.9426,-0.5022,-2.078,-0.1071
FGF23,1.3906,-0.1691,-2.2382,1.0721
FGF3,-0.6666,-2.8828,-0.1254,3.3657
FGF5,0.8822,0.6956,-0.4531,-0.9765
FGF6,1.799,2.2784,-2.0334,-1.711
FGF7,-4.912,-1.5901,17.584,-7.3531
FGF8,0.2655,-0.2798,-0.7542,0.746
FGF9,-0.8954,-6.2183,0.0527,6.4912
FGFBP1,3.0142,0.4467,1.8828,-4.9689
FGFR1,-3.002,-5.7179,0.3686,7.8469
FGFR1OP,-1.8118,1.3335,-2.3434,2.6161
FGFR2,0.8509,-2.8909,0.0378,1.8463
FGFR3,-1.8612,-5.8476,1.0688,5.9979
FGFR4,1.2191,-1.1745,-3.4105,3.2738
FGG,0.6285,-0.5465,-2.2084,2.0646
FGL1,3.6198,-0.7421,-2.3876,-0.1633
FGL2,-3.4886,11.1599,4.8964,-12.328
FGR,-3.0712,7.4426,4.5442,-8.7312
FH,0.7514,2.856,-2.6252,-0.7528
FHIT,3.1248,1.2474,-3.628,-0.425
FHL1,-4.5411,-0.6116,1.7021,2.8388
FHL2,1.9311,1.0858,2.1741,-4.8983
FHL3,-5.1371,-1.6684,8.5882,-1.6303
FHL5,-2.0309,-1.597,4.8415,-1.2724
FHOD1,0.5144,-0.6832,1.8278,-1.5746
FHOD3,2.0421,-6.5044,6.4022,-1.9696
FIBP,-0.9265,0.0357,-1.2227,1.9584
FIG4,-3.8824,1.3727,-0.0785,2.1693
FIGF,0.0799,0.3645,2.1394,-2.4629
FILIP1L,-5.3413,-2.7685,17.3045,-5.5594
FIP1L1,-1.4754,-0.5181,-0.14,1.9074
FIS1,1.1104,1.842,-2.5192,-0.2567
FJX1,1.4515,1.1157,-1.3207,-1.0267
FKBP10,-2.6534,-5.5487,3.9047,3.5788
FKBP11,-1.8734,3.1854,3.8598,-5.0379
FKBP14,-4.8837,-3.8852,12.2587,-2.2865
FKBP15,-0.5423,4.3265,4.3507,-8.1418
FKBP1A,-1.2131,1.4607,-0.6119,0.3128
FKBP1B,-4.8573,-1.5126,-1.6724,7.6449
FKBP2,3.6051,1.1037,-1.7308,-2.4812
FKBP3,-2.5673,-0.3661,-0.8554,3.4393
FKBP4,-0.187,-1.9074,-2.5048,4.3967
FKBP5,0.9887,5.3294,1.194,-7.1617
FKBP6,1.4315,-1.8855,-5.6349,5.9165
FKBP8,0.843,-1.0811,-3.571,3.6831
FKBPL,-1.4612,3.5799,-4.4483,2.2202
FKRP,-2.7016,-2.4171,2.075,2.5864
FKSG2,1.6389,-1.2205,-0.5911,0.2517
FLAD1,-1.2587,3.4285,-3.6533,1.4528
FLG,0.7695,-2.1873,2.7627,-1.3091
FLI1,-4.3278,5.9575,9.3954,-11.108
FLII,0.6899,-1.1381,2.4187,-1.8723
FLJ10081,-0.7722,-1.8079,-2.5066,4.8659
FLJ10154,-0.1081,-0.7657,-1.294,2.0453
FLJ10213,1.3903,-1.6269,-1.041,1.2697
FLJ10241,-3.8589,-0.306,0.6514,3.0067
FLJ10292,-3.8508,1.5513,-2.7672,4.649
FLJ10357,-2.1548,-4.2249,-0.0132,5.9332
FLJ10404,2.3694,-1.921,-0.208,-0.1096
FLJ10490,1.2006,0.0081,-0.9877,-0.1115
FLJ10769,-0.6517,-3.0437,-0.2976,3.6769
FLJ10781,-4.979,-5.5252,0.8354,9.1918
FLJ10815,-0.9954,-0.8104,1.1749,0.4891
FLJ10986,2.988,1.8589,-4.077,-0.4585
FLJ11151,0.1922,3.9618,2.1551,-6.0605
FLJ11184,-2.7122,3.8729,-0.1614,-0.9712
FLJ11286,1.7893,4.056,-0.0899,-5.3013
FLJ11506,-1.0507,-0.0149,-1.4663,2.3527
FLJ12529,0.8214,-1.2559,-2.2941,2.6378
FLJ12716,-3.0012,1.3018,2.9322,-1.3743
FLJ13195,0.3277,2.2093,-2.0546,-0.3394
FLJ13224,1.3946,-0.5982,-1.7968,1.0435
FLJ13231,2.3548,-4.0276,-1.3672,2.9029
FLJ13236,-1.4302,-2.6296,-0.5298,4.2429
FLJ13611,-3.6702,3.3666,0.1932,-0.0647
FLJ14107,1.915,-3.5637,0.1477,1.4011
FLJ14154,-1.5898,-0.5349,0.3913,1.5078
FLJ14213,1.6539,0.2741,-0.345,-1.3676
FLJ14803,1.2038,-2.1331,-2.4364,3.2534
FLJ20035,0.5844,7.5384,-0.7413,-6.5911
FLJ20160,3.824,1.5967,-2.7544,-2.1427
FLJ20184,1.2783,-1.282,-1.5889,1.5772
FLJ20254,2.3549,-0.0413,1.6184,-3.6206
FLJ20273,3.0616,2.446,-0.008,-5.0282
FLJ20294,1.7688,0.8708,-2.049,-0.3885
FLJ20309,2.1006,-2.2503,-1.6175,1.7705
FLJ20323,-0.0267,1.0707,-0.3101,-0.6591
FLJ20433,3.5028,-3.2969,-1.325,1.2279
FLJ20489,1.6777,0.1026,-0.4545,-1.1247
FLJ20581,0.821,1.2751,1.0592,-2.9464
FLJ20699,0.8372,2.0435,1.2608,-3.8821
FLJ20920,0.0345,1.1435,0.7363,-1.7894
FLJ21062,2.3433,-2.991,-3.0134,3.5852
FLJ21075,2.554,0.566,-2.0441,-0.7885
FLJ21511,4.8571,-0.0169,-1.3514,-2.8502
FLJ21865,4.6389,0.2418,0.1738,-4.4549
FLJ21963,-0.2745,-0.6653,1.3891,-0.4793
FLJ21986,-0.3863,2.3544,4.5428,-6.3689
FLJ22167,2.1504,0.9012,-6.0924,2.9028
FLJ22222,1.346,-0.9868,0.3599,-0.6188
FLJ22639,-0.7075,1.0138,-2.403,1.989
FLJ22655,-0.9022,-1.9584,3.1793,-0.4342
FLJ22662,-4.4907,3.3243,0.0491,0.7863
FLJ23049,2.0921,-2.2712,-3.9752,4.0657
FLJ23861,-2.0097,-2.918,-1.469,6.0933
FLJ30092,0.7647,-1.2396,-1.7454,2.1438
FLJ31568,0.5051,-3.4537,-1.2734,3.9716
FLJ33790,0.1397,1.1512,-3.0709,1.7402
FLJ43806,2.001,-0.769,-3.325,2.1124
FLNA,-1.7396,-0.9601,6.0737,-3.202
FLNB,4.7375,-1.1053,-1.1123,-1.9637
FLNC,-5.8045,-6.8455,6.2002,5.3118
FLOT1,-0.7146,4.8467,-0.9115,-2.8347
FLOT2,0.1559,3.5335,-3.1201,-0.3675
FLRT1,-1.4611,-2.8777,-3.7038,7.9911
FLRT2,-3.3867,-5.301,8.1854,0.3741
FLRT3,-3.0795,-5.1343,0.1489,7.5797
FLT1,-4.3505,0.7211,8.7007,-4.6686
FLT3,-1.5528,1.6392,-0.8248,0.65
FLT3LG,-0.7615,5.3782,1.6626,-5.9397
FLT4,1.5336,-3.1661,-0.2932,1.8084
FLVCR2,-2.5602,6.0026,3.5129,-6.7204
FMNL1,-2.7605,7.8733,3.5724,-8.3436
FMO1,-4.5983,-1.7637,16.1024,-6.7786
FMO2,0.0797,1.9292,6.2728,-8.193
FMO3,0.1074,1.3264,2.3972,-3.6508
FMO4,0.2647,-1.5185,1.0681,0.1323
FMO5,3.042,0.3516,-1.0739,-1.9355
FMOD,-1.6503,-6.6775,2.6685,4.835
FMR1,1.3622,5.1828,-1.7964,-4.154
FN1,-7.0373,0.2522,19.3018,-8.2563
FN3KRP,-0.1948,1.3807,-1.0489,-0.0867
FNBP1,2.7875,3.9759,-0.7949,-5.4268
FNBP1L,-0.4509,-3.8433,0.2154,3.7084
FNBP4,1.9329,0.5812,-2.0323,-0.2798
FNDC3A,-3.7583,-2.2392,2.1557,3.2613
FNDC3B,-3.5468,1.4867,4.8889,-2.8754
FNDC4,-0.9207,-3.1183,3.4925,0.3318
FNDC8,3.1471,-1.2507,-3.1414,1.3973
FNTA,-1.2043,1.2131,-2.7098,2.5385
FNTB,-0.5817,-1.8786,1.8302,0.4762
FOLH1,-3.1693,-1.3914,1.5391,2.5629
FOLR1,4.6145,1.4943,-3.2848,-2.2077
FOLR2,-3.7568,4.3163,6.8982,-7.3362
FOLR3,1.6043,2.1201,0.2123,-3.5948
FOS,2.5842,-2.3283,5.8053,-5.6915
FOSB,1.7985,-3.5442,5.3062,-3.3345
FOSL1,1.8741,0.1314,1.0696,-2.8091
FOSL2,-0.32,-0.0684,5.7156,-5.0764
FOXA2,3.1567,-3.0552,-4.2682,4.1229
FOXB1,0.7653,-0.232,-0.4096,-0.0647
FOXC1,3.1783,-0.5357,1.2919,-3.5518
FOXC2,1.4981,-0.7268,-0.5613,-0.1051
FOXD1,2.4987,0.5267,-1.7496,-0.984
FOXD2,2.8369,0.1873,-3.2512,0.4337
FOXD3,4.0188,0.9876,-2.5688,-1.9172
FOXE1,-0.0496,-2.2156,-0.0335,2.1047
FOXE3,0.897,-1.3707,-1.9505,2.3456
FOXF1,-2.8038,-2.231,9.432,-3.7204
FOXF2,-1.5578,-3.1842,6.8123,-1.928
FOXG1,-1.5867,1.1944,-2.1387,2.3493
FOXH1,0.7598,0.8767,-2.8226,1.2092
FOXI1,3.4748,0.4911,-2.7917,-0.7968
FOXJ1,3.3314,-1.4391,-6.095,4.1027
FOXJ2,2.1451,-1.7484,0.3504,-0.6087
FOXJ3,0.0353,-0.7079,-2.1107,2.6542
FOXK2,-0.1567,0.2751,-0.5913,0.4521
FOXL1,2.9583,-0.6617,-3.1331,1.0089
FOXL2,2.5023,-1.9121,-5.1389,4.4476
FOXM1,-3.4295,1.2221,-2.7927,4.6188
FOXN1,2.082,1.1096,-2.0236,-0.9012
FOXN2,-0.5857,2.0363,-0.2226,-1.1305
FOXN3,-1.7333,-0.6342,5.1164,-2.669
FOXO1,-2.6402,0.6637,4.7423,-2.7606
FOXO3,-0.2322,-1.4278,-0.4114,1.9121
FOXO4,2.5865,-0.6346,-4.277,2.3482
FOXP3,1.9986,1.3159,-1.9138,-1.1214
FOXRED2,-2.9249,0.6608,-2.508,4.4279
FPGS,1.2996,1.4938,0.03,-2.5527
FPGT,-0.2635,4.7589,-0.7218,-3.3599
FPR1,-2.7603,7.2105,7.3731,-12.3739
FPRL1,-3.123,8.1516,1.9263,-6.3323
FPRL2,-5.495,10.329,7.4108,-12.2579
FRAG1,1.4114,-0.7092,-2.9507,2.2269
FRAP1,-1.2984,0.1416,0.0402,0.9679
FRAS1,-3.5459,-4.0867,-0.5516,7.8132
FRAT1,1.0593,1.4152,-3.0077,0.6279
FRAT2,0.7234,0.2196,-2.4904,1.5381
FREQ,0.2844,-1.3489,4.1774,-2.9644
FRG1,-3.537,2.988,-0.5948,0.9135
FRK,0.2714,5.3318,-0.7212,-4.363
FRMD1,1.8884,1.3482,-2.3195,-0.6742
FRMD4A,-0.7426,-2.4617,1.6712,1.2938
FRMD4B,2.5895,2.5248,2.2155,-7.0919
FRMPD1,1.678,0.2963,-3.635,1.6894
FRS2,-4.3016,-0.156,1.0742,2.8198
FRS3,-0.276,0.7339,-2.4995,1.9549
FRY,2.1677,-3.4896,3.1785,-1.756
FRYL,0.7591,0.9526,3.0009,-4.4999
FRZB,-4.2374,-1.7576,0.535,4.8621
FSCN1,-6.7536,-6.1637,6.0318,5.6739
FSCN3,1.5335,0.8208,-2.019,-0.1669
FSD1,-2.0665,-0.813,-2.8304,5.4399
FSHB,2.1956,-0.3049,-2.1024,0.3707
FSHR,2.2358,0.0686,-2.3156,0.1941
FST,0.2679,-0.9897,2.0759,-1.3119
FSTL1,-6.7013,-5.5358,12.6582,0.2501
FSTL3,-3.3924,-3.054,11.4263,-3.7609
FSTL4,0.4295,-2.5282,-3.2627,5.1881
FTCD,2.3434,-1.1879,-4.2696,3.0842
FTH1,2.3094,5.4242,2.4537,-10.4114
FTHP1,2.8043,5.2314,3.3393,-12.0953
FTL,-4.0742,4.4428,4.904,-5.2115
FTO,-1.8433,-3.0708,3.7019,0.903
FTSJ1,-0.4221,3.2423,0.2488,-2.8279
FTSJ2,-0.4789,0.3096,-1.1275,1.2174
FTSJ3,-0.3636,-0.928,0.5718,0.6201
FUBP1,-2.3339,0.4748,-1.8884,3.4534
FUBP3,-1.1403,-2.4138,1.8762,1.4051
FUCA1,0.6092,2.7756,2.193,-5.3395
FURIN,1.0176,-1.8567,0.5131,0.3107
FUS,-1.5302,-2.4807,-3.2844,7.1547
FUSIP1,-2.3397,1.5081,-0.5392,1.176
FUT1,-0.1885,-2.1338,-0.5707,2.6818
FUT2,8.7364,3.045,-2.6189,-7.8112
FUT3,7.8149,-0.9214,-1.8069,-3.8548
FUT4,-2.0878,-0.0458,2.5245,-0.5385
FUT5,7.5711,-0.9455,-3.7811,-1.7584
FUT6,5.6724,-1.9575,-2.6337,-0.4699
FUT7,2.9883,1.1265,-0.6496,-3.0337
FUT8,-1.9944,0.2088,-0.4495,1.9883
FUT9,-0.3358,1.8902,-0.7202,-0.7396
FUZ,0.0713,-0.0717,-3.036,2.9104
FVT1,1.6082,0.787,2.4166,-4.5486
FXC1,-2.8107,3.4065,-1.4391,0.7408
FXN,-0.1485,0.9014,-1.5792,0.8149
FXR1,-1.4824,-2.7821,-0.1378,4.0383
FXR2,-1.9971,-0.8853,-2.2204,4.8209
FXYD1,-2.8014,-2.6213,-3.8362,9.3228
FXYD2,1.3657,0.071,-2.8995,1.4935
FXYD3,5.3506,2.7164,-3.2435,-3.9993
FXYD5,1.1648,0.6511,3.7167,-5.3029
FXYD6,-4.7493,-5.9414,-0.806,11.6814
FXYD7,-2.9266,-1.7791,-0.8069,5.0981
FYB,-2.9277,10.6221,6.3637,-14.8887
FYCO1,6.295,-0.5508,-0.1149,-4.7632
FYN,-4.2399,-4.47,1.3994,6.6377
FZD1,-3.6684,-4.4573,15.9651,-4.6924
FZD10,-0.2273,-5.6094,0.0557,5.2668
FZD2,-6.9132,-4.5879,2.619,7.8848
FZD3,0.0523,-2.1342,-3.4373,5.3332
FZD4,4.8113,-1.0897,-2.3999,-0.8117
FZD5,-1.277,-1.8596,-1.1708,4.0162
FZD6,1.8208,0.1079,2.0561,-3.7144
FZD7,-3.5942,-4.8514,4.2815,3.4524
FZD8,1.5717,-1.2447,0.2273,-0.4524
FZD9,-0.0027,-1.5568,-1.7295,3.1158
FZR1,2.0193,0.2489,-2.5701,0.4524
G0S2,-2.0148,2.2781,7.0444,-7.0996
G3BP1,0.7616,0.4848,1.2957,-2.3686
G3BP2,-4.899,2.9602,2.0782,-0.5049
G6PC,2.4065,0.5538,-3.0025,0.2409
G6PC2,1.3642,0.8374,-3.1991,1.0622
G6PC3,-2.2703,2.5192,-0.6501,0.3102
G6PD,-1.2288,2.2926,-1.4091,0.3364
GAA,0.1999,1.2676,2.5544,-3.8363
GAB1,-5.1622,-0.7476,3.6682,1.6022
GAB2,1.5403,1.7893,-0.4558,-2.5628
GABARAP,-2.7392,1.5661,1.2178,-0.22
GABARAPL1,-2.2533,-1.3325,1.8849,1.3837
GABARAPL2,-2.5156,4.0166,-0.6436,-0.7998
GABARAPL3,1.6982,-0.3852,-1.5844,0.3843
GABBR1,-0.9512,-3.2696,-0.1691,4.0344
GABBR2,2.6151,-0.0377,0.536,-2.7783
GABPA,-4.4566,2.093,2.0646,-0.0706
GABPB2,-3.2807,1.9433,-1.2108,2.2345
GABRA1,0.4352,-0.9139,-1.692,2.0835
GABRA2,0.2735,-0.4616,-1.7847,1.8959
GABRA3,-3.0584,0.9357,0.1344,1.6665
GABRA4,1.8099,0.4329,-1.8773,-0.1856
GABRA5,1.9388,-0.3195,-1.5147,0.0501
GABRA6,1.8338,-0.0613,-1.4731,-0.1354
GABRB1,1.6154,-0.2552,-2.5198,1.2227
GABRB2,0.5981,-2.8352,1.179,0.9177
GABRB3,-0.4402,-0.766,-0.0925,1.1778
GABRD,1.4401,0.2839,-0.7701,-0.7813
GABRE,0.9012,4.7788,1.9115,-7.3318
GABRG2,-1.9611,-0.9769,-1.0838,3.7077
GABRG3,-0.8947,-0.9705,1.8895,-0.1324
GABRP,3.5589,2.1901,0.192,-5.4451
GABRQ,-0.6676,-1.9115,-2.5028,4.8618
GABRR1,-1.2617,-1.6949,-1.0056,3.6788
GABRR2,0.5667,0.6876,-2.6824,1.4207
GAD1,0.0279,-1.5237,-1.7791,3.1055
GAD2,2.3693,0.4468,-2.7822,0.1664
GADD45A,2.6928,1.0229,1.134,-4.4735
GADD45B,1.96,-2.0583,9.7254,-9.0058
GADD45G,2.0338,0.8243,-4.4355,1.6196
GADD45GIP1,1.6702,-0.9727,-2.5462,1.8608
GAGE1,0.0897,0.4017,-2.4027,1.8474
GAK,0.9267,0.5881,-0.1312,-1.2265
GAL,2.2953,-0.9943,-3.58,2.3056
GAL3ST1,-0.3036,-2.8035,-2.4157,5.2964
GAL3ST4,-2.6554,6.0128,6.6432,-10.1986
GALC,-3.9608,1.0617,2.1074,0.418
GALE,1.8278,1.9493,0.4296,-3.8591
GALK1,1.1801,5.2058,-1.1233,-4.6937
GALK2,1.5865,2.1064,0.3526,-3.7115
GALNAC4S-6ST,-1.5158,-2.9058,8.694,-3.7251
GALNACT-2,-4.7353,1.8744,8.4009,-5.2362
GALNS,-0.8258,0.8197,1.5222,-1.4868
GALNT10,-0.1985,-2.3851,11.441,-7.5773
GALNT11,1.5008,-2.0088,-0.517,1.0162
GALNT12,4.7744,-1.3054,-2.8291,-0.1843
GALNT14,2.9754,-0.0476,0.1062,-2.6599
GALNT2,-1.8078,-1.7713,0.94,2.3097
GALNT3,2.5815,1.9715,-3.1847,-1.0265
GALNT4,5.1104,2.2977,-3.5061,-3.1518
GALNT6,1.1097,1.3365,-2.9486,0.6035
GALNT7,-1.5142,2.8113,0.0233,-1.2509
GALNT8,-1.7499,-1.4485,-3.4441,6.4398
GALR1,2.7153,0.1635,-2.2254,-0.386
GALR2,1.6428,-0.8858,-3.4145,2.6226
GALR3,2.8624,-0.0752,-2.7836,0.2292
GALT,0.5807,1.8384,-2.2532,-0.04
GAMT,0.029,-1.2813,0.6628,0.5108
GAN,-0.9901,0.014,3.0905,-2.0842
GANAB,0.6183,-0.5632,-1.5003,1.4121
GAP43,-2.6429,-1.6045,3.7081,0.2684
GAPDH,-0.7981,-0.7452,-0.2293,1.6068
GAPDHS,1.6337,-0.4022,-2.9215,1.7155
GAPVD1,0.6445,-0.0537,2.169,-2.6056
GARNL1,1.293,-3.211,-1.2522,3.0053
GARNL4,-1.7271,-1.3623,-2.2359,5.049
GARS,-0.5099,-0.2159,2.2333,-1.4866
GART,-0.8033,3.4918,-2.3003,-0.2529
GAS1,-2.8045,-1.3763,8.3551,-3.7438
GAS2,-1.8763,-1.9132,-2.1866,5.689
GAS2L1,1.8583,1.8823,2.6605,-6.1671
GAS6,3.9782,-0.4604,1.2348,-4.2748
GAS7,-5.0971,-3.1887,10.5185,-1.6087
GAS8,4.8372,-1.4101,-5.5661,2.3175
GAST,1.402,0.4441,-1.132,-0.5488
GATA1,1.1525,1.0065,-2.0311,0.0077
GATA2,-0.9001,-2.1589,-0.2114,2.9921
GATA3,0.2969,1.0393,2.2518,-3.4087
GATA4,3.4141,-2.315,-4.1373,3.0776
GATA6,1.2346,-0.4009,0.7302,-1.4158
GATAD1,2.385,-2.4929,-1.7067,1.8291
GATAD2A,1.8983,-2.2863,-1.7947,2.1515
GATM,-1.7086,0.1587,-1.9805,3.2811
GBA,-1.2116,4.2791,-0.5982,-2.2064
GBA3,-0.6276,-0.0998,-1.7786,2.3568
GBAS,-1.5249,4.6786,-4.1844,1.0896
GBE1,-2.7687,-0.961,4.4936,-0.9143
GBF1,0.5736,-1.4306,1.4216,-0.5546
GBL,-1.7001,1.0918,-1.9531,2.366
GBP1,-0.1113,9.7113,1.7895,-10.9893
GBP2,2.77,7.5522,4.3325,-17.1948
GBX2,1.1482,-1.4565,-0.7169,1.0147
GC,-0.0148,0.7656,-2.8725,2.0455
GCA,-1.8949,2.8493,-1.8125,0.801
GCAT,-0.7639,1.4557,-3.0572,2.2491
GCC1,0.2459,0.5901,-0.5673,-0.2122
GCC2,-0.5547,-2.5654,1.2918,1.5849
GCDH,0.7485,1.0255,-4.892,2.987
GCG,1.8384,1.6759,-1.7419,-1.4748
GCH1,-4.3434,8.3063,-0.0039,-3.3194
GCHFR,-2.8533,1.455,-1.3506,2.4556
GCK,-2.9705,-2.4494,-1.9319,7.0795
GCKR,2.284,-0.4793,0.6895,-2.2237
GCLC,-2.8908,3.1775,-1.1861,0.7684
GCLM,1.847,5.1553,-1.206,-5.1991
GCM1,1.4042,2.0285,-2.7886,-0.4365
GCM2,1.442,0.3135,-2.4363,0.7687
GCN1L1,-1.7492,-0.1047,-1.4056,3.0036
GCN5L2,-0.3293,-0.326,-2.3284,2.8342
GCNT1,-2.1987,0.4295,1.6009,-0.0092
GCNT2,1.9135,1.3928,-3.1376,0.0293
GCNT3,2.4584,0.139,-2.9796,0.5605
GCNT4,-0.4537,-2.312,4.2109,-1.4464
GCOM1,-1.655,0.9316,2.4513,-1.7459
GCS1,1.1106,-1.0013,-3.2644,3.0684
GCSH,-0.2069,-2.1604,-3.4187,5.5995
GDAP1,-2.9335,-3.6484,-0.6844,6.8778
GDAP1L1,0.2049,-2.3984,-2.9832,4.9868
GDAP2,-3.2154,4.5919,-1.7891,0.3978
GDF10,-1.3563,-3.6804,-3.1413,8.0715
GDF11,-4.6882,-4.7553,0.0443,9.0344
GDF15,0.5842,-1.5379,0.8499,0.0786
GDF2,3.7817,-1.1481,-2.1522,-0.1443
GDF3,4.5007,1.0819,-3.0411,-1.958
GDF9,0.5805,-0.0495,-3.7939,3.1462
GDI1,1.8099,-0.4248,1.6463,-2.792
GDI2,-4.408,3.1692,0.203,0.7039
GDNF,2.241,-1.1415,-0.865,-0.0769
GDPD2,-0.8576,-2.1386,-3.7853,6.6145
GDPD3,4.3738,1.1605,-0.0821,-4.868
GDPD5,-0.6439,-3.3461,3.5484,0.2379
GEM,-5.325,-1.921,14.6791,-5.1569
GEMIN4,-1.6013,0.9843,-2.7898,3.188
GEMIN6,-0.3915,2.1254,-2.9235,1.1806
GEMIN7,-3.0356,1.9829,-0.7284,1.5224
GEMIN8,3.8737,0.7108,0.5146,-4.5994
GFAP,0.4595,-2.5969,-1.0802,3.0273
GFER,0.3389,1.8656,0.7477,-2.743
GFI1,-2.4656,7.7187,1.1254,-5.742
GFI1B,2.4032,-0.3168,-2.5474,0.6207
GFOD1,1.457,1.3725,3.9796,-6.6208
GFOD2,-0.4643,-1.5296,-2.2955,4.0831
GFPT1,0.4554,0.0036,1.1737,-1.5305
GFPT2,-2.7363,-2.7238,18.1926,-8.5702
GFRA1,-3.4986,-2.9631,6.7419,-0.4106
GFRA2,-1.1199,-3.2644,0.5783,3.4274
GFRA3,-1.5499,-1.8702,-2.3758,5.5399
GFRA4,2.2683,-0.2449,-2.0258,0.1817
GGA1,-0.4485,1.7735,0.5316,-1.7418
GGA2,0.1488,2.3185,-0.0935,-2.1633
GGA3,1.5658,-0.021,0.454,-1.7914
GGCX,-2.3833,0.3789,1.4784,0.3118
GGH,-4.4432,2.0389,-0.5251,2.4617
GGNBP2,-1.8365,0.6778,1.8897,-0.8222
GGPS1,0.8401,-1.1978,-1.3591,1.666
GGT1,1.5004,1.1718,-1.3992,-1.046
GGTLA1,-2.0366,0.0315,10.5355,-7.6291
GGTLA4,1.4791,0.6605,-0.8594,-1.0759
GH1,2.9513,-0.2112,-3.5647,0.9952
GH2,1.7588,-0.6231,-1.6139,0.5776
GHITM,0.6837,0.7947,0.871,-2.1745
GHR,-4.5173,-3.061,8.2998,-0.6935
GHRH,1.3375,-1.4839,-2.1838,2.2825
GHRHR,2.312,0.4425,-2.9703,0.394
GHSR,3.8655,0.7872,-1.9578,-2.1839
GIF,1.9524,0.7057,-2.4525,-0.0206
GIMAP4,-3.3867,11.8008,5.9225,-14.7538
GIMAP5,-3.9662,12.4498,4.4621,-12.2629
GIMAP6,-3.9535,10.8348,5.4106,-12.1182
GIN1,-2.5296,2.5117,0.6799,-0.7362
GINS1,-5.5794,1.6408,-3.7517,7.1809
GINS2,-4.4992,2.8597,-3.1156,4.3001
GINS3,-3.7384,2.1204,-2.5683,3.7972
GINS4,-1.8761,1.2725,-2.8297,3.2009
GIP,-0.3705,-2.2774,-0.4374,2.8491
GIPC1,2.2815,-1.2023,-0.3233,-0.5758
GIPC2,-1.9444,0.4033,-2.9665,4.2354
GIPR,2.786,-0.3738,-1.5737,-0.5681
GIT1,0.259,-1.5606,-3.5596,4.6921
GIT2,-2.8518,2.5296,3.9187,-3.5662
GJA1,-4.7623,-0.1784,9.7346,-4.2446
GJA12,0.6431,-3.6178,-0.9289,3.6498
GJA3,2.1495,2.0168,-2.9486,-0.918
GJA4,-0.2508,-3.1421,0.1789,2.9224
GJA5,0.7942,0.647,5.436,-6.6681
GJA7,-5.7499,-4.0816,5.4504,3.5137
GJA9,1.8437,1.0751,-2.4236,-0.2924
GJB1,5.6063,3.4578,-3.3052,-4.8591
GJB3,2.7605,-1.1887,2.6475,-3.9008
GJB5,4.3899,1.5069,-0.6817,-4.5983
GK,-1.7263,5.5084,1.0724,-4.4842
GK2,2.5092,0.0083,-1.8767,-0.3967
GK3P,-1.2132,4.3504,0.3967,-3.2514
GKN1,1.5148,-0.2671,-1.9494,0.7784
GLA,0.6908,3.7779,0.4967,-4.6054
GLB1,0.1621,1.3786,0.8038,-2.1863
GLB1L,-0.5164,-2.6541,-1.0397,3.9388
GLCE,-0.3332,-3.6152,0.0407,3.5681
GLDC,1.7059,1.6905,-2.3488,-0.7958
GLE1L,-0.6773,3.1562,-0.8494,-1.4491
GLG1,-1.9357,-2.099,1.6802,2.0054
GLI1,0.5475,-5.4129,-2.4138,7.0059
GLI2,-1.9205,-7.1487,0.5855,7.8288
GLI3,-3.2656,-6.4029,7.9801,1.3168
GLMN,-1.1218,0.1103,-2.5137,3.3188
GLO1,-4.97,2.4841,-1.7959,3.7417
GLOD4,-4.0178,2.1005,-0.5885,2.1091
GLP1R,0.7566,-0.292,-2.8266,2.3
GLP2R,2.2442,0.1805,-1.4483,-0.7339
GLRA1,0.8392,1.4674,-1.5532,-0.5919
GLRA2,-1.0002,-0.8255,-1.6016,3.2054
GLRA3,0.9857,-0.0154,-1.5196,0.6029
GLRB,-2.491,-1.1992,0.8501,2.4669
GLRX,-3.3662,9.1951,6.3072,-12.4324
GLRX2,1.7015,3.2877,-0.6515,-3.9097
GLRX3,-3.4455,0.9914,0.5522,1.5398
GLRX5,-1.1971,0.2975,-0.3048,1.0682
GLS,-0.7529,-1.6517,4.4557,-2.0028
GLS2,1.1917,-2.2761,-6.2196,7.1536
GLT25D1,-1.1311,0.5359,1.6698,-1.098
GLT25D2,-0.7329,-3.4845,-1.6617,5.5931
GLT8D1,-1.1127,-0.9768,0.1748,1.7065
GLT8D2,-6.7998,-4.9448,19.3821,-3.2081
GLTP,0.3704,-1.9977,1.1912,0.3558
GLTSCR1,1.8983,-2.5191,-0.8776,1.4771
GLTSCR2,3.2389,-3.0745,0.0192,-0.0354
GLUD1,1.2254,1.1883,1.064,-3.2221
GLUD2,-0.7408,1.0909,0.172,-0.5143
GLUL,-0.4905,3.8988,1.4543,-4.5887
GLULD1,-3.341,-2.9845,-2.2344,8.3812
GLYAT,2.3844,0.2717,-1.3375,-1.0439
